request_id,scenario,workload_phase_label,request_start_ts,request_end_ts,request_latency_ms,success,http_status,error,prompt_tokens_estimate,requested_max_tokens,output_tokens_estimate,total_tokens_estimate
0,long_prompt,vllm_long_prompt,1782222816.8466182,1782222818.7687373,1922.119140625,1,200,,1592,64,29,1621
2,long_prompt,vllm_long_prompt,1782222816.8485763,1782222818.7960982,1947.5219249725342,1,200,,1592,64,29,1621
3,long_prompt,vllm_long_prompt,1782222816.850342,1782222818.8235538,1973.2117652893066,1,200,,1592,64,29,1621
1,long_prompt,vllm_long_prompt,1782222816.847747,1782222818.8376105,1989.863395690918,1,200,,1592,64,29,1621
7,long_prompt,vllm_long_prompt,1782222818.840613,1782222820.75579,1915.1771068572998,1,200,,1592,64,29,1621
5,long_prompt,vllm_long_prompt,1782222818.8392556,1782222820.7829063,1943.650722503662,1,200,,1592,64,29,1621
6,long_prompt,vllm_long_prompt,1782222818.839929,1782222820.8103042,1970.3750610351562,1,200,,1592,64,29,1621
4,long_prompt,vllm_long_prompt,1782222818.8385046,1782222820.8243392,1985.8345985412598,1,200,,1592,64,29,1621
9,long_prompt,vllm_long_prompt,1782222820.8259187,1782222822.7631352,1937.2165203094482,1,200,,1592,64,29,1621
11,long_prompt,vllm_long_prompt,1782222820.8272302,1782222822.7939038,1966.6736125946045,1,200,,1592,64,29,1621
10,long_prompt,vllm_long_prompt,1782222820.826566,1782222822.8184953,1991.929292678833,1,200,,1592,64,29,1621
8,long_prompt,vllm_long_prompt,1782222820.8252034,1782222822.8332975,2008.094072341919,1,200,,1592,64,29,1621
15,long_prompt,vllm_long_prompt,1782222822.835659,1782222824.7712939,1935.6348514556885,1,200,,1592,64,29,1621
13,long_prompt,vllm_long_prompt,1782222822.8345423,1782222824.7995374,1964.9951457977295,1,200,,1592,64,29,1621
14,long_prompt,vllm_long_prompt,1782222822.8350344,1782222824.8280141,1992.9797649383545,1,200,,1592,64,29,1621
12,long_prompt,vllm_long_prompt,1782222822.8339567,1782222824.8421144,2008.157730102539,1,200,,1592,64,29,1621
16,long_prompt,vllm_long_prompt,1782222824.842555,1782222826.759294,1916.7389869689941,1,200,,1592,64,29,1621
17,long_prompt,vllm_long_prompt,1782222824.8429365,1782222826.792701,1949.7644901275635,1,200,,1592,64,29,1621
18,long_prompt,vllm_long_prompt,1782222824.8432455,1782222826.814929,1971.6835021972656,1,200,,1592,64,29,1621
19,long_prompt,vllm_long_prompt,1782222824.8436196,1782222826.828805,1985.1853847503662,1,200,,1592,64,29,1621
20,long_prompt,vllm_long_prompt,1782222826.8293886,1782222828.7660382,1936.6495609283447,1,200,,1592,64,29,1621
22,long_prompt,vllm_long_prompt,1782222826.830432,1782222828.793806,1963.374137878418,1,200,,1592,64,29,1621
21,long_prompt,vllm_long_prompt,1782222826.829922,1782222828.82277,1992.8481578826904,1,200,,1592,64,29,1621
23,long_prompt,vllm_long_prompt,1782222826.8310897,1782222828.8374429,2006.3531398773193,1,200,,1592,64,29,1621
24,long_prompt,vllm_long_prompt,1782222828.8382518,1782222830.7615469,1923.295021057129,1,200,,1592,64,29,1621
25,long_prompt,vllm_long_prompt,1782222828.8389688,1782222830.788547,1949.5782852172852,1,200,,1592,64,29,1621
26,long_prompt,vllm_long_prompt,1782222828.8396792,1782222830.8160577,1976.3784408569336,1,200,,1592,64,29,1621
27,long_prompt,vllm_long_prompt,1782222828.8403049,1782222830.8300002,1989.6953105926514,1,200,,1592,64,29,1621
28,long_prompt,vllm_long_prompt,1782222830.8305292,1782222832.7432077,1912.6784801483154,1,200,,1592,64,29,1621
29,long_prompt,vllm_long_prompt,1782222830.8310177,1782222832.7705243,1939.5065307617188,1,200,,1592,64,29,1621
30,long_prompt,vllm_long_prompt,1782222830.8314211,1782222832.7978354,1966.414213180542,1,200,,1592,64,29,1621
31,long_prompt,vllm_long_prompt,1782222830.8318381,1782222832.8117743,1979.936122894287,1,200,,1592,64,29,1621
33,long_prompt,vllm_long_prompt,1782222832.8127303,1782222834.7526186,1939.8882389068604,1,200,,1592,64,29,1621
32,long_prompt,vllm_long_prompt,1782222832.8122928,1782222834.7799096,1967.6167964935303,1,200,,1592,64,29,1621
34,long_prompt,vllm_long_prompt,1782222832.8131206,1782222834.8078802,1994.7595596313477,1,200,,1592,64,29,1621
35,long_prompt,vllm_long_prompt,1782222832.8135343,1782222834.8220325,2008.498191833496,1,200,,1592,64,29,1621
36,long_prompt,vllm_long_prompt,1782222834.8225565,1782222836.7650826,1942.52610206604,1,200,,1592,64,29,1621
37,long_prompt,vllm_long_prompt,1782222834.823076,1782222836.793093,1970.0169563293457,1,200,,1592,64,29,1621
38,long_prompt,vllm_long_prompt,1782222834.8234544,1782222836.818384,1994.929552078247,1,200,,1592,64,29,1621
39,long_prompt,vllm_long_prompt,1782222834.823839,1782222836.8333094,2009.4704627990723,1,200,,1592,64,29,1621
40,long_prompt,vllm_long_prompt,1782222836.833843,1782222838.7587636,1924.9205589294434,1,200,,1592,64,29,1621
41,long_prompt,vllm_long_prompt,1782222836.8344672,1782222838.7924063,1957.9391479492188,1,200,,1592,64,29,1621
42,long_prompt,vllm_long_prompt,1782222836.8349185,1782222838.8177562,1982.8376770019531,1,200,,1592,64,29,1621
43,long_prompt,vllm_long_prompt,1782222836.8356276,1782222838.8315196,1995.89204788208,1,200,,1592,64,29,1621
44,long_prompt,vllm_long_prompt,1782222838.8320885,1782222840.759075,1926.9864559173584,1,200,,1592,64,29,1621
46,long_prompt,vllm_long_prompt,1782222838.8330035,1782222840.7865043,1953.500747680664,1,200,,1592,64,29,1621
45,long_prompt,vllm_long_prompt,1782222838.8325908,1782222840.814311,1981.720209121704,1,200,,1592,64,29,1621
47,long_prompt,vllm_long_prompt,1782222838.833535,1782222840.829405,1995.8701133728027,1,200,,1592,64,29,1621
48,long_prompt,vllm_long_prompt,1782222840.830268,1782222842.7652647,1934.9968433380127,1,200,,1592,64,29,1621
